F	W1	W2
97795.07981	-0.002874959	-0.010786191
96339.45909	-0.002906988	-0.010787905
94922.59187	-0.002939273	-0.010790144
93544.78809	-0.002971767	-0.010792899
92203.18455	-0.003004447	-0.01079611
90897.89371	-0.003037276	-0.01079977
89627.93887	-0.003070223	-0.010803857
88392.29393	-0.003103265	-0.01080835
87189.8903	-0.003136378	-0.010813227
86019.62548	-0.003169542	-0.010818469
84880.38421	-0.003202739	-0.010824057
83771.03123	-0.003235954	-0.010829971
82690.42963	-0.003269171	-0.010836195
81637.44379	-0.003302379	-0.010842711
80610.94109	-0.003335567	-0.010849503
79609.80585	-0.003368727	-0.010856555
78632.93175	-0.003401849	-0.010863853
77679.23383	-0.003434928	-0.010871382
76747.64768	-0.003467958	-0.010879138
76518.08172	-0.003476207	-0.010881119
76176.18632	-0.003488573	-0.010884148
76019.75591	-0.003494584	-0.010908662
76022.89468	-0.003494754	-0.010917616
76026.93303	-0.00349498	-0.010926431
76034.25186	-0.003495441	-0.010939511
76045.00832	-0.003496166	-0.010954888
76058.22562	-0.003497084	-0.010970187
76074.09251	-0.003498189	-0.010985418
76092.58776	-0.003499485	-0.011000587
76113.69283	-0.003500974	-0.011015696
76137.3842	-0.003502661	-0.011030748
76163.63887	-0.00350455	-0.011045744
76192.43556	-0.003506644	-0.011060687
76223.74768	-0.003508949	-0.011075577
76257.55127	-0.003511469	-0.011090416
76293.81805	-0.00351421	-0.011105206
76332.51926	-0.003517177	-0.01111995
76373.6247	-0.003520377	-0.011134647
76417.10289	-0.003523817	-0.0111493
76462.91928	-0.003527502	-0.011163911
76511.04032	-0.003531441	-0.011178481
76561.4293	-0.00353564	-0.011193014
76614.04745	-0.003540108	-0.011207508
76668.85734	-0.003544852	-0.011221967
76725.81817	-0.003549881	-0.011236392
76784.88945	-0.003555203	-0.011250786
76846.0287	-0.003560827	-0.011265149
76909.19444	-0.003566763	-0.011279483
76974.34043	-0.00357302	-0.011293791
77041.42228	-0.003579607	-0.011308072
77110.39566	-0.003586533	-0.011322331
77181.21473	-0.00359381	-0.011336566
77253.83052	-0.003601446	-0.011350781
77328.19644	-0.003609452	-0.011364977
77404.26315	-0.003617839	-0.011379155
77481.98463	-0.003626616	-0.011393316
77561.30878	-0.003635795	-0.011407463
77642.18749	-0.003645386	-0.011421596
77724.5709	-0.003655398	-0.011435716
77808.40807	-0.003665844	-0.011449826
77891.60199	-0.003676795	-0.011463942
77980.24841	-0.003688079	-0.011478018
78066.1521	-0.003699946	-0.011492117
78157.2905	-0.003712172	-0.01150618
78245.69187	-0.003724997	-0.011520266
78339.12115	-0.003738208	-0.01153432
78429.80301	-0.003752033	-0.011548398
78523.46284	-0.003766321	-0.01156246
78618.08845	-0.003781134	-0.011576521
78713.64771	-0.003796484	-0.01159058
78810.08356	-0.003812379	-0.01160464
78907.34244	-0.003828827	-0.0116187
79005.37113	-0.003845839	-0.011632761
79104.11564	-0.003863422	-0.011646825
79203.51841	-0.003881586	-0.011660891
79303.52707	-0.003900337	-0.011674961
79404.08309	-0.003919682	-0.011689034
79505.12995	-0.003939631	-0.011703111
79606.61213	-0.003960188	-0.011717193
79708.47101	-0.003981361	-0.01173128
79810.64795	-0.004003155	-0.011745373
79913.08386	-0.004025575	-0.01175947
80015.71942	-0.004048625	-0.011773574
80118.49397	-0.004072311	-0.011787684
80221.3475	-0.004096636	-0.011801801
80324.21386	-0.004121602	-0.011815925
80427.03429	-0.004147212	-0.011830055
80529.74181	-0.004173468	-0.011844193
80632.27112	-0.004200371	-0.011858337
80734.55533	-0.004227921	-0.011872489
80836.52625	-0.004256118	-0.011886648
80938.11693	-0.00428496	-0.011900814
81039.25349	-0.004314447	-0.011914988
81139.86781	-0.004344575	-0.011929169
81239.87937	-0.004375342	-0.011943358
81339.21896	-0.004406742	-0.011957554
81437.80778	-0.004438771	-0.011971758
81535.56373	-0.004471425	-0.011985968
81632.41016	-0.004504694	-0.012000186
81728.26142	-0.004538572	-0.01201441
81823.03411	-0.004573052	-0.012028642
81916.637	-0.004608123	-0.012042881
82008.98557	-0.004643775	-0.012057125
82099.98286	-0.004679997	-0.012071377
82189.53767	-0.004716777	-0.012085634
82277.55024	-0.004754102	-0.012099898
82363.92119	-0.004791958	-0.012114167
82448.54786	-0.00483033	-0.012128442
82531.32499	-0.004869202	-0.012142723
82612.14177	-0.004908556	-0.012157008
82690.88694	-0.004948375	-0.012171297
82767.44542	-0.004988639	-0.012185591
82841.69772	-0.005029328	-0.012199888
82913.52132	-0.00507042	-0.012214189
82982.79314	-0.005111893	-0.012228492
83049.38182	-0.005153722	-0.012242798
83113.15468	-0.005195883	-0.012257105
83173.97511	-0.005238349	-0.012271414
83231.70496	-0.005281092	-0.012285722
83286.19791	-0.005324084	-0.012300029
83337.31145	-0.005367293	-0.012314334
83384.89124	-0.005410687	-0.012328636
83428.78503	-0.005454234	-0.012342934
83468.83836	-0.005497898	-0.012357226
83504.89068	-0.005541641	-0.012371511
83536.78288	-0.005585427	-0.012385787
83564.34939	-0.005629214	-0.012400051
83587.42971	-0.005672961	-0.012414302
83605.85909	-0.005716625	-0.012428537
83619.47297	-0.005760158	-0.012442754
83628.11178	-0.005803514	-0.012456948
83631.61875	-0.005846643	-0.012471118
83629.83699	-0.005889494	-0.012485258
83622.61956	-0.005932012	-0.012499365
83609.82912	-0.005974142	-0.012513433
83592.42451	-0.006015819	-0.01252746
83568.09443	-0.006056999	-0.012541434
83537.84588	-0.006097613	-0.012555352
83501.59967	-0.006137598	-0.012569206
83459.29637	-0.00617689	-0.012582989
83410.90483	-0.006215422	-0.012596691
83356.42583	-0.006253128	-0.012610305
83295.89038	-0.00628994	-0.012623818
83229.37196	-0.006325789	-0.01263722
83156.98461	-0.006360605	-0.012650499
83078.89657	-0.00639432	-0.012663641
82995.32597	-0.006426864	-0.012676633
82906.55089	-0.006458167	-0.012689457
82812.91903	-0.006488159	-0.0127021
82714.8456	-0.006516773	-0.01271454
82612.82286	-0.006543938	-0.012726759
82507.43792	-0.006569584	-0.012738735
82399.36548	-0.006593639	-0.012750443
82289.39153	-0.006616031	-0.012761857
82178.41935	-0.006636682	-0.012772947
82067.49201	-0.006655508	-0.012783679
81957.81142	-0.00667242	-0.012794013
81850.76366	-0.006687316	-0.012803905
81747.95806	-0.006700081	-0.012813302
81651.27052	-0.006710581	-0.012822142
81562.90206	-0.006718659	-0.012830348
81485.45036	-0.006724126	-0.01283783
81421.98927	-0.006726755	-0.012844478
81376.17542	-0.006726276	-0.012850157
81352.32825	-0.006722366	-0.012854701
81355.48782	-0.006714651	-0.012857913
81391.35716	-0.006702713	-0.012859557
81466.00622	-0.006686125	-0.012859374
81585.19517	-0.006664514	-0.012857097
81753.18927	-0.006637664	-0.012852501
81971.31909	-0.006605633	-0.01284546
82236.92857	-0.006568807	-0.012835996
82543.50964	-0.006527857	-0.012824292
82882.1234	-0.006483593	-0.012810642
83243.22863	-0.006436813	-0.012795384
83618.08606	-0.006388205	-0.012778844
83999.4088	-0.006338326	-0.012761305
84381.46751	-0.006287617	-0.012743
84759.95176	-0.006236427	-0.012724117
85131.70506	-0.006185036	-0.012704805
85494.51379	-0.006133678	-0.012685179
85846.89659	-0.006082548	-0.012665335
86187.94693	-0.006031811	-0.012645345
86517.19381	-0.005981605	-0.012625265
86834.4925	-0.005932047	-0.01260514
87139.94605	-0.005883235	-0.012585004
87433.81803	-0.005835247	-0.012564882
87716.49881	-0.005788149	-0.012544792
87988.4435	-0.005741993	-0.012524748
88250.15084	-0.005696819	-0.012504757
88502.13361	-0.005652661	-0.012484825
88744.90231	-0.005609542	-0.012464956
88978.95149	-0.005567485	-0.012445151
89204.74294	-0.005526503	-0.012425409
89422.70423	-0.005486613	-0.01240573
89633.21117	-0.005447829	-0.012386111
89836.57483	-0.005410167	-0.012366553
90033.00905	-0.005373654	-0.012347055
90222.58358	-0.005338328	-0.012327622
90405.09093	-0.005304266	-0.012308267
90579.69611	-0.005271629	-0.012289027
90743.24881	-0.005240938	-0.012270067
90880.29614	-0.005214617	-0.012252508
90778.48824	-0.005226918	-0.012254737
90610.39889	-0.005253488	-0.012268774
90433.82624	-0.005281562	-0.012283856
90251.60392	-0.005310506	-0.012299383
90064.5103	-0.005340117	-0.012315144
89872.76634	-0.005370311	-0.012331041
89676.39818	-0.005401043	-0.012347021
89475.34337	-0.005432287	-0.012363053
89269.50094	-0.005464023	-0.012379117
89058.73801	-0.005496237	-0.012395197
88842.91371	-0.005528916	-0.012411284
88621.87563	-0.005562046	-0.012427369
88395.46794	-0.005595613	-0.012443446
88163.52604	-0.005629605	-0.01245951
87925.88885	-0.005664004	-0.012475557
87682.39572	-0.005698797	-0.012491581
87431.19629	-0.005733923	-0.012507565
87177.17255	-0.005769493	-0.012523552
86913.49245	-0.005805312	-0.012539474
86646.64691	-0.005841536	-0.012555391
86369.90396	-0.005877967	-0.012571238
86089.67344	-0.005914756	-0.012587071
85799.36169	-0.005951706	-0.012602828
85505.27582	-0.005988963	-0.012618562
85200.98204	-0.006026331	-0.012634213
84891.12125	-0.006063911	-0.012649818
84574.09354	-0.006101634	-0.01266536
84249.85726	-0.006139473	-0.012680834
83918.39596	-0.006177398	-0.012696236
83579.71885	-0.006215384	-0.01271156
83233.86335	-0.006253403	-0.012726802
82880.88762	-0.006291428	-0.012741957
82520.87371	-0.006329434	-0.012757022
82153.92991	-0.006367395	-0.01277199
81780.19233	-0.006405288	-0.012786858
81399.81771	-0.006443091	-0.012801622
81012.98784	-0.006480783	-0.012816276
80619.90531	-0.006518344	-0.012830818
80220.79204	-0.006555758	-0.012845242
79815.89164	-0.006593009	-0.012859547
79405.4661	-0.006630082	-0.012873728
78989.7872	-0.006666967	-0.012887783
78569.14081	-0.006703654	-0.012901709
78143.82557	-0.006740136	-0.012915505
77714.14895	-0.006776405	-0.012929168
77280.42004	-0.00681246	-0.012942696
76842.96011	-0.006848297	-0.012956091
76402.08713	-0.006883916	-0.012969349
75958.12354	-0.006919317	-0.012982472
75511.39213	-0.006954505	-0.012995459
75062.21512	-0.006989482	-0.013008311
74610.9122	-0.007024255	-0.013021029
74157.80028	-0.007058829	-0.013033614
73703.19775	-0.007093212	-0.013046068
73247.41324	-0.007127412	-0.013058393
72790.75735	-0.007161439	-0.013070589
72334.49891	-0.007195311	-0.013082662
71876.05217	-0.007229012	-0.01309461
71419.55248	-0.00726259	-0.013106442
70962.43397	-0.00729603	-0.013118156
70505.94115	-0.007329354	-0.013129758
70050.36651	-0.007362574	-0.01314125
69596.00059	-0.007395703	-0.013152638
69143.12948	-0.007428756	-0.013163924
68692.03537	-0.007461746	-0.013175112
68243.00495	-0.007494688	-0.013186209
67796.31765	-0.007527595	-0.013197217
67352.25265	-0.007560483	-0.013208141
66911.08871	-0.007593366	-0.013218985
66473.1017	-0.007626259	-0.013229755
66038.56466	-0.007659177	-0.013240455
65607.75078	-0.007692134	-0.013251089
65180.92999	-0.007725147	-0.013261663
64758.37006	-0.007758227	-0.013272181
64340.33718	-0.007791392	-0.013282647
63927.09241	-0.007824654	-0.013293066
63518.89674	-0.007858028	-0.013303442
63116.00659	-0.007891528	-0.01331378
62718.68029	-0.007925167	-0.013324084
62327.16996	-0.007958959	-0.013334356
61941.72371	-0.007992915	-0.013344603
61562.59066	-0.00802705	-0.013354826
61190.01779	-0.008061374	-0.01336503
60824.24991	-0.008095899	-0.013375217
60464.61565	-0.008130643	-0.013385378
60113.17341	-0.008165606	-0.01339554
59769.27243	-0.008200802	-0.013405693
59433.16366	-0.008236241	-0.013415841
59105.10296	-0.008271934	-0.013425985
58785.35023	-0.008307889	-0.013436128
58474.17285	-0.008344117	-0.013446271
58171.84938	-0.008380625	-0.013456416
57878.67014	-0.008417423	-0.013466565
57594.93858	-0.008454518	-0.01347672
57320.97831	-0.00849192	-0.013486882
57057.12924	-0.008529636	-0.013497054
56803.7585	-0.008567675	-0.013507236
