-0.19; -3.87368E-07
-0.43; -8.76911E-07
-0.718; -1.46471E-06
-1.0636; -2.17058E-06
-1.47832; -3.01835E-06
-1.975984; -4.03673E-06
-2.573181; -5.2603E-06
-3.289817; -6.73078E-06
-4.14978; -8.49853E-06
-5.181736; -1.06244E-05
-6.213692; -1.27553E-05
-7.245649; -1.48913E-05
-8.277605; -1.70324E-05
-9.309561; -1.91786E-05
-10.34152; -2.13299E-05
-11.37347; -2.34864E-05
-12.40543; -2.56481E-05
-13.43738; -2.78151E-05
-14.46934; -2.99873E-05
-15.5013; -3.21648E-05
-16.53325; -3.43476E-05
-17.56521; -3.65358E-05
-18.59717; -3.87294E-05
-19.62912; -4.09284E-05
-20.66108; -4.31329E-05
-21.69303; -4.53428E-05
-22.72499; -4.75583E-05
-23.75695; -4.97793E-05
-24.7889; -5.20059E-05
-25.82086; -5.42381E-05
-26.85281; -5.64759E-05
-27.88477; -5.87195E-05
-28.91673; -6.09687E-05
-29.94868; -6.32238E-05
-30.98064; -6.54846E-05
-32.01259; -6.77512E-05
-33.04455; -7.00237E-05
-34.07651; -7.2302E-05
-35.10846; -7.45863E-05
-36.14042; -7.68766E-05
-37.17237; -7.91729E-05
-38.20433; -8.14752E-05
-39.23629; -8.37836E-05
-40.26824; -8.60981E-05
-41.3002; -8.84187E-05
-42.33215; -9.07456E-05
-43.36411; -9.30787E-05
-44.39607; -9.54181E-05
-45.42802; -9.77637E-05
-46.45998; -0.000100116
-47.49194; -0.000102474
-48.52389; -0.000104839
-49.55585; -0.00010721
-50.5878; -0.000109588
-51.61976; -0.000111973
-52.65172; -0.000114364
-53.68367; -0.000116761
-54.71563; -0.000119166
-55.74758; -0.000121577
-56.77954; -0.000123995
-57.8115; -0.000126419
-58.84345; -0.000128851
-59.87541; -0.000131289
-60.90736; -0.000133735
-61.93932; -0.000136187
-62.97128; -0.000138647
-64.00323; -0.000141113
-65.03519; -0.000143587
-66.06714; -0.000146068
-67.0991; -0.000148556
-68.13106; -0.000151052
-69.16301; -0.000153555
-70.19497; -0.000156065
-71.22692; -0.000158583
-72.25888; -0.000161108
-73.29084; -0.000163641
-74.32279; -0.000166181
-75.35475; -0.000168729
-76.38671; -0.000171285
-77.41866; -0.000173849
-78.45062; -0.00017642
-79.48257; -0.000178999
-80.51453; -0.000181587
-81.54649; -0.000184182
-82.57844; -0.000186785
-83.6104; -0.000189397
-84.64235; -0.000192016
-85.67431; -0.000194644
-86.70627; -0.00019728
-87.73822; -0.000199925
-88.77018; -0.000202578
-89.80213; -0.000205239
-90.83409; -0.000207909
-91.86605; -0.000210588
-92.898; -0.000213275
-93.92996; -0.000215971
-94.96191; -0.000218676
-95.99387; -0.00022139
-97.02583; -0.000224113
-98.05778; -0.000226845
-99.08974; -0.000229586
-100.1217; -0.000232336
-101.1537; -0.000235095
-102.1856; -0.000237864
-103.2176; -0.000240642
-104.2495; -0.000243429
-105.2815; -0.000246226
-106.3134; -0.000249033
-107.3454; -0.000251849
-108.3773; -0.000254675
-109.4093; -0.000257511
-110.4413; -0.000260357
-111.4732; -0.000263213
-112.5052; -0.000266079
-113.5371; -0.000268955
-114.5691; -0.000271842
-115.601; -0.000274739
-116.633; -0.000277646
-117.6649; -0.000280564
-118.6969; -0.000283492
-119.7289; -0.000286431
-120.7608; -0.000289381
-121.7928; -0.000292342
-122.8247; -0.000295314
-123.8567; -0.000298297
-124.8886; -0.000301291
-125.9206; -0.000304297
-126.9526; -0.000307314
-127.9845; -0.000310342
-129.0165; -0.000313382
-130.0484; -0.000316434
-131.0804; -0.000319497
-132.1123; -0.000322572
-133.1443; -0.00032566
-134.1762; -0.000328759
-135.2082; -0.000331871
-136.2402; -0.000334995
-137.2721; -0.000338132
-138.3041; -0.000341281
-139.336; -0.000344443
-140.368; -0.000347618
-141.3999; -0.000350806
-142.4319; -0.000354006
-143.4638; -0.00035722
-144.4958; -0.000360448
-145.5278; -0.000363689
-146.5597; -0.000366943
-147.5917; -0.000370211
-148.6236; -0.000373493
-149.6556; -0.000376789
-150.6875; -0.000380099
-151.7195; -0.000383424
-152.7515; -0.000386763
-153.7834; -0.000390116
-154.8154; -0.000393485
-155.8473; -0.000396868
-156.8793; -0.000400266
-157.9112; -0.00040368
-158.9432; -0.000407108
-159.9751; -0.000410553
-161.0071; -0.000414013
-162.0391; -0.000417488
